filing_id,company_id,ticker,company_name,form_type,filing_date,report_date,fiscal_year,fiscal_period,fiscal_quarter,sic,sic_description,state_of_incorporation,revenue_usd,revenue_usd_concept_id,revenue_usd_unit_id,revenue_usd_period_start,revenue_usd_period_end,assets_usd,assets_usd_concept_id,assets_usd_unit_id,assets_usd_period_start,assets_usd_period_end,liabilities_usd,liabilities_usd_concept_id,liabilities_usd_unit_id,liabilities_usd_period_start,liabilities_usd_period_end,net_income_usd,net_income_usd_concept_id,net_income_usd_unit_id,net_income_usd_period_start,net_income_usd_period_end,operating_cash_flow_usd,operating_cash_flow_usd_concept_id,operating_cash_flow_usd_unit_id,operating_cash_flow_usd_period_start,operating_cash_flow_usd_period_end,investing_cash_flow_usd,investing_cash_flow_usd_concept_id,investing_cash_flow_usd_unit_id,investing_cash_flow_usd_period_start,investing_cash_flow_usd_period_end,financing_cash_flow_usd,financing_cash_flow_usd_concept_id,financing_cash_flow_usd_unit_id,financing_cash_flow_usd_period_start,financing_cash_flow_usd_period_end,shares_outstanding,shares_outstanding_concept_id,shares_outstanding_unit_id,shares_outstanding_period_start,shares_outstanding_period_end,market_cap_usd,market_cap_usd_concept_id,market_cap_usd_unit_id,market_cap_usd_period_start,market_cap_usd_period_end
000020040622000086,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2022-10-27,2022-10-02,2022,Q3,3,2834,Pharmaceutical Preparations,NJ,71237000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-03,2022-10-02,175124000000,us-gaap:Assets,USD,,2022-10-02,100525000000,us-gaap:Liabilities,USD,,2022-10-02,14421000000,us-gaap:NetIncomeLoss,USD,2022-01-03,2022-10-02,15844000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-03,2022-10-02,-7974000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-03,2022-10-02,-10571000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-03,2022-10-02,2614483607,dei:EntityCommonStockSharesOutstanding,shares,,2022-10-21,,,USD,,
000020040623000016,0000200406,JNJ,JOHNSON & JOHNSON,10-K,2023-02-16,2023-01-01,2022,FY,4,2834,Pharmaceutical Preparations,NJ,94943000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2022-01-03,2023-01-01,187378000000,us-gaap:Assets,USD,,2023-01-01,110574000000,us-gaap:Liabilities,USD,,2023-01-01,17941000000,us-gaap:NetIncomeLoss,USD,2022-01-03,2023-01-01,21194000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-03,2023-01-01,-12371000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-03,2023-01-01,-8871000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-03,2023-01-01,2604286303,dei:EntityCommonStockSharesOutstanding,shares,,2023-02-10,,,USD,,
000020040623000056,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2023-04-28,2023-04-02,2023,Q1,1,2834,Pharmaceutical Preparations,NJ,24746000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-02,2023-04-02,195969000000,us-gaap:Assets,USD,,2023-04-02,125100000000,us-gaap:Liabilities,USD,,2023-04-02,-68000000,us-gaap:NetIncomeLoss,USD,2023-01-02,2023-04-02,3257000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-02,2023-04-02,3315000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-02,2023-04-02,6138000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-02,2023-04-02,2598734075,dei:EntityCommonStockSharesOutstanding,shares,,2023-04-21,,,USD,,
000020040623000082,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2023-07-31,2023-07-02,2023,Q2,2,2834,Pharmaceutical Preparations,NJ,50276000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-02,2023-07-02,191686000000,us-gaap:Assets,USD,,2023-07-02,115277000000,us-gaap:Liabilities,USD,,2023-07-02,5076000000,us-gaap:NetIncomeLoss,USD,2023-01-02,2023-07-02,7439000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-02,2023-07-02,-461000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-02,2023-07-02,147000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-02,2023-07-02,2598969594,dei:EntityCommonStockSharesOutstanding,shares,,2023-07-24,,,USD,,
000020040623000102,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2023-10-27,2023-10-01,2023,Q3,3,2834,Pharmaceutical Preparations,NJ,63764000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-02,2023-10-01,166061000000,us-gaap:Assets,USD,,2023-10-01,94833000000,us-gaap:Liabilities,USD,,2023-10-01,31104000000,us-gaap:NetIncomeLoss,USD,2023-01-02,2023-10-01,14928000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-02,2023-10-01,2080000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-02,2023-10-01,-11170000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-02,2023-10-01,2407278620,dei:EntityCommonStockSharesOutstanding,shares,,2023-10-23,,,USD,,
000020040624000013,0000200406,JNJ,JOHNSON & JOHNSON,10-K,2024-02-16,2023-12-31,2023,FY,4,2834,Pharmaceutical Preparations,NJ,85159000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2023-01-02,2023-12-31,167558000000,us-gaap:Assets,USD,,2023-12-31,98784000000,us-gaap:Liabilities,USD,,2023-12-31,35153000000,us-gaap:NetIncomeLoss,USD,2023-01-02,2023-12-31,22791000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-01-02,2023-12-31,878000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-01-02,2023-12-31,-15825000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-01-02,2023-12-31,2408767228,dei:EntityCommonStockSharesOutstanding,shares,,2024-02-09,,,USD,,
000020040624000049,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2024-05-01,2024-03-31,2024,Q1,1,2834,Pharmaceutical Preparations,NJ,21383000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-03-31,171966000000,us-gaap:Assets,USD,,2024-03-31,101946000000,us-gaap:Liabilities,USD,,2024-03-31,3255000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-03-31,3657000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-03-31,-464000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-03-31,546000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-03-31,2406679183,dei:EntityCommonStockSharesOutstanding,shares,,2024-04-25,,,USD,,
000020040624000075,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2024-07-25,2024-06-30,2024,Q2,2,2834,Pharmaceutical Preparations,NJ,43830000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-06-30,181088000000,us-gaap:Assets,USD,,2024-06-30,109550000000,us-gaap:Liabilities,USD,,2024-06-30,7941000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-06-30,9290000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-06-30,-14151000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-06-30,8090000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-06-30,2407243667,dei:EntityCommonStockSharesOutstanding,shares,,2024-07-19,,,USD,,
000020040624000096,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2024-10-23,2024-09-29,2024,Q3,3,2834,Pharmaceutical Preparations,NJ,66301000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-09-29,178287000000,us-gaap:Assets,USD,,2024-09-29,108129000000,us-gaap:Liabilities,USD,,2024-09-29,10635000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-09-29,17283000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-09-29,-17279000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-09-29,-1792000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-09-29,2407622972,dei:EntityCommonStockSharesOutstanding,shares,,2024-10-16,,,USD,,
000020040625000038,0000200406,JNJ,JOHNSON & JOHNSON,10-K,2025-02-13,2024-12-29,2024,FY,4,2834,Pharmaceutical Preparations,NJ,88821000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-01-01,2024-12-29,180104000000,us-gaap:Assets,USD,,2024-12-29,108614000000,us-gaap:Liabilities,USD,,2024-12-29,14066000000,us-gaap:NetIncomeLoss,USD,2024-01-01,2024-12-29,24266000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-01-01,2024-12-29,-18599000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-01-01,2024-12-29,-3132000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-01-01,2024-12-29,2407616693,dei:EntityCommonStockSharesOutstanding,shares,,2025-02-06,,,USD,,
000020040625000119,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2025-04-23,2025-03-30,2025,Q1,1,2834,Pharmaceutical Preparations,NJ,21893000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-12-30,2025-03-30,193671000000,us-gaap:Assets,USD,,2025-03-30,115562000000,us-gaap:Liabilities,USD,,2025-03-30,10999000000,us-gaap:NetIncomeLoss,USD,2024-12-30,2025-03-30,4174000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-12-30,2025-03-30,-297000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-12-30,2025-03-30,10422000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-12-30,2025-03-30,2406073279,dei:EntityCommonStockSharesOutstanding,shares,,2025-04-18,,,USD,,
000020040625000178,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2025-07-24,2025-06-29,2025,Q2,2,2834,Pharmaceutical Preparations,NJ,45636000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-12-30,2025-06-29,193389000000,us-gaap:Assets,USD,,2025-06-29,114916000000,us-gaap:Liabilities,USD,,2025-06-29,16536000000,us-gaap:NetIncomeLoss,USD,2024-12-30,2025-06-29,8052000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-12-30,2025-06-29,-18561000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-12-30,2025-06-29,4757000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-12-30,2025-06-29,2408338872,dei:EntityCommonStockSharesOutstanding,shares,,2025-07-18,,,USD,,
000020040625000209,0000200406,JNJ,JOHNSON & JOHNSON,10-Q,2025-10-22,2025-09-28,2025,Q3,3,2834,Pharmaceutical Preparations,NJ,69629000000,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,USD,2024-12-30,2025-09-28,192816000000,us-gaap:Assets,USD,,2025-09-28,113539000000,us-gaap:Liabilities,USD,,2025-09-28,21688000000,us-gaap:NetIncomeLoss,USD,2024-12-30,2025-09-28,17221000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-12-30,2025-09-28,-19103000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-12-30,2025-09-28,-4170000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-12-30,2025-09-28,2409295102,dei:EntityCommonStockSharesOutstanding,shares,,2025-10-17,,,USD,,
000010416922000012,0000104169,WMT,Walmart Inc.,10-K,2022-03-18,2022-01-31,2022,FY,4,5331,Retail-Variety Stores,DE,572754000000,us-gaap:Revenues,USD,2021-02-01,2022-01-31,244860000000,us-gaap:Assets,USD,,2022-01-31,,,USD,,,13940000000,us-gaap:ProfitLoss,USD,2021-02-01,2022-01-31,24181000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2021-02-01,2022-01-31,-6015000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2021-02-01,2022-01-31,-22828000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2021-02-01,2022-01-31,2751779629,dei:EntityCommonStockSharesOutstanding,shares,,2022-03-16,,,USD,,
000010416922000029,0000104169,WMT,Walmart Inc.,10-Q,2022-06-03,2022-04-30,2023,Q1,1,5331,Retail-Variety Stores,DE,141569000000,us-gaap:Revenues,USD,2022-02-01,2022-04-30,246142000000,us-gaap:Assets,USD,,2022-04-30,,,USD,,,2103000000,us-gaap:ProfitLoss,USD,2022-02-01,2022-04-30,-3758000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-02-01,2022-04-30,-4558000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-02-01,2022-04-30,5315000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-02-01,2022-04-30,2741150050,dei:EntityCommonStockSharesOutstanding,shares,,2022-06-01,,,USD,,
000010416922000072,0000104169,WMT,Walmart Inc.,10-Q,2022-09-02,2022-07-31,2023,Q2,2,5331,Retail-Variety Stores,DE,294428000000,us-gaap:Revenues,USD,2022-02-01,2022-07-31,247199000000,us-gaap:Assets,USD,,2022-07-31,,,USD,,,7250000000,us-gaap:ProfitLoss,USD,2022-02-01,2022-07-31,9240000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-02-01,2022-07-31,-8584000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-02-01,2022-07-31,-1400000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-02-01,2022-07-31,2714237937,dei:EntityCommonStockSharesOutstanding,shares,,2022-08-31,,,USD,,
000010416922000083,0000104169,WMT,Walmart Inc.,10-Q,2022-12-01,2022-10-31,2023,Q3,3,5331,Retail-Variety Stores,DE,447241000000,us-gaap:Revenues,USD,2022-02-01,2022-10-31,247656000000,us-gaap:Assets,USD,,2022-10-31,,,USD,,,5483000000,us-gaap:ProfitLoss,USD,2022-02-01,2022-10-31,15698000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-02-01,2022-10-31,-12965000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-02-01,2022-10-31,-5581000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-02-01,2022-10-31,2696800054,dei:EntityCommonStockSharesOutstanding,shares,,2022-11-29,,,USD,,
000010416923000020,0000104169,WMT,Walmart Inc.,10-K,2023-03-17,2023-01-31,2023,FY,4,5331,Retail-Variety Stores,DE,611289000000,us-gaap:Revenues,USD,2022-02-01,2023-01-31,243197000000,us-gaap:Assets,USD,,2023-01-31,,,USD,,,11292000000,us-gaap:ProfitLoss,USD,2022-02-01,2023-01-31,28841000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-02-01,2023-01-31,-17722000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-02-01,2023-01-31,-17039000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-02-01,2023-01-31,2695655933,dei:EntityCommonStockSharesOutstanding,shares,,2023-03-15,,,USD,,
000010416923000052,0000104169,WMT,Walmart Inc.,10-Q,2023-06-02,2023-04-30,2024,Q1,1,5331,Retail-Variety Stores,DE,152301000000,us-gaap:Revenues,USD,2023-02-01,2023-04-30,245053000000,us-gaap:Assets,USD,,2023-04-30,,,USD,,,1896000000,us-gaap:ProfitLoss,USD,2023-02-01,2023-04-30,4633000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-02-01,2023-04-30,-4860000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-02-01,2023-04-30,1940000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-02-01,2023-04-30,2692835112,dei:EntityCommonStockSharesOutstanding,shares,,2023-05-31,,,USD,,
000010416923000097,0000104169,WMT,Walmart Inc.,10-Q,2023-09-01,2023-07-31,2024,Q2,2,5331,Retail-Variety Stores,DE,313933000000,us-gaap:Revenues,USD,2023-02-01,2023-07-31,255121000000,us-gaap:Assets,USD,,2023-07-31,,,USD,,,9949000000,us-gaap:ProfitLoss,USD,2023-02-01,2023-07-31,18201000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-02-01,2023-07-31,-9909000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-02-01,2023-07-31,-3309000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-02-01,2023-07-31,2691563850,dei:EntityCommonStockSharesOutstanding,shares,,2023-08-30,,,USD,,
000010416923000132,0000104169,WMT,Walmart Inc.,10-Q,2023-11-30,2023-10-31,2024,Q3,3,5331,Retail-Variety Stores,DE,474737000000,us-gaap:Revenues,USD,2023-02-01,2023-10-31,259174000000,us-gaap:Assets,USD,,2023-10-31,,,USD,,,10592000000,us-gaap:ProfitLoss,USD,2023-02-01,2023-10-31,19014000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-02-01,2023-10-31,-15374000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-02-01,2023-10-31,-179000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-02-01,2023-10-31,2692233703,dei:EntityCommonStockSharesOutstanding,shares,,2023-11-28,,,USD,,
000010416924000056,0000104169,WMT,Walmart Inc.,10-K,2024-03-15,2024-01-31,2024,FY,4,5331,Retail-Variety Stores,DE,648125000000,us-gaap:Revenues,USD,2023-02-01,2024-01-31,252399000000,us-gaap:Assets,USD,,2024-01-31,,,USD,,,16270000000,us-gaap:ProfitLoss,USD,2023-02-01,2024-01-31,35726000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2023-02-01,2024-01-31,-21287000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2023-02-01,2024-01-31,-13414000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2023-02-01,2024-01-31,8058048674,dei:EntityCommonStockSharesOutstanding,shares,,2024-03-13,,,USD,,
000010416924000105,0000104169,WMT,Walmart Inc.,10-Q,2024-06-07,2024-04-30,2025,Q1,1,5331,Retail-Variety Stores,DE,161508000000,us-gaap:Revenues,USD,2024-02-01,2024-04-30,254054000000,us-gaap:Assets,USD,,2024-04-30,,,USD,,,5307000000,us-gaap:ProfitLoss,USD,2024-02-01,2024-04-30,4249000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-02-01,2024-04-30,-4409000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-02-01,2024-04-30,-321000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-02-01,2024-04-30,8043543330,dei:EntityCommonStockSharesOutstanding,shares,,2024-06-05,,,USD,,
000010416924000141,0000104169,WMT,Walmart Inc.,10-Q,2024-08-30,2024-07-31,2025,Q2,2,5331,Retail-Variety Stores,DE,330843000000,us-gaap:Revenues,USD,2024-02-01,2024-07-31,254440000000,us-gaap:Assets,USD,,2024-07-31,,,USD,,,10018000000,us-gaap:ProfitLoss,USD,2024-02-01,2024-07-31,16357000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-02-01,2024-07-31,-10128000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-02-01,2024-07-31,-6945000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-02-01,2024-07-31,8038251174,dei:EntityCommonStockSharesOutstanding,shares,,2024-08-28,,,USD,,
000010416924000178,0000104169,WMT,Walmart Inc.,10-Q,2024-12-06,2024-10-31,2025,Q3,3,5331,Retail-Variety Stores,DE,500431000000,us-gaap:Revenues,USD,2024-02-01,2024-10-31,263399000000,us-gaap:Assets,USD,,2024-10-31,,,USD,,,14732000000,us-gaap:ProfitLoss,USD,2024-02-01,2024-10-31,22918000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-02-01,2024-10-31,-12661000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-02-01,2024-10-31,-9673000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-02-01,2024-10-31,8033386215,dei:EntityCommonStockSharesOutstanding,shares,,2024-12-04,,,USD,,
000010416925000021,0000104169,WMT,Walmart Inc.,10-K,2025-03-14,2025-01-31,2025,FY,4,5331,Retail-Variety Stores,DE,680985000000,us-gaap:Revenues,USD,2024-02-01,2025-01-31,260823000000,us-gaap:Assets,USD,,2025-01-31,,,USD,,,20157000000,us-gaap:ProfitLoss,USD,2024-02-01,2025-01-31,36443000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2024-02-01,2025-01-31,-21379000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2024-02-01,2025-01-31,-14822000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2024-02-01,2025-01-31,8016849444,dei:EntityCommonStockSharesOutstanding,shares,,2025-03-12,,,USD,,
000010416925000090,0000104169,WMT,Walmart Inc.,10-Q,2025-06-06,2025-04-30,2026,Q1,1,5331,Retail-Variety Stores,DE,165609000000,us-gaap:Revenues,USD,2025-02-01,2025-04-30,262372000000,us-gaap:Assets,USD,,2025-04-30,,,USD,,,4639000000,us-gaap:ProfitLoss,USD,2025-02-01,2025-04-30,5411000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-02-01,2025-04-30,-5093000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-02-01,2025-04-30,8000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-02-01,2025-04-30,7980418164,dei:EntityCommonStockSharesOutstanding,shares,,2025-06-04,,,USD,,
000010416925000137,0000104169,WMT,Walmart Inc.,10-Q,2025-08-29,2025-07-31,2026,Q2,2,5331,Retail-Variety Stores,DE,343011000000,us-gaap:Revenues,USD,2025-02-01,2025-07-31,270837000000,us-gaap:Assets,USD,,2025-07-31,,,USD,,,11790000000,us-gaap:ProfitLoss,USD,2025-02-01,2025-07-31,18352000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-02-01,2025-07-31,-11199000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-02-01,2025-07-31,-6993000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-02-01,2025-07-31,7972851122,dei:EntityCommonStockSharesOutstanding,shares,,2025-08-27,,,USD,,
000010416925000191,0000104169,WMT,Walmart Inc.,10-Q,2025-12-03,2025-10-31,2026,Q3,3,5331,Retail-Variety Stores,DE,522507000000,us-gaap:Revenues,USD,2025-02-01,2025-10-31,288655000000,us-gaap:Assets,USD,,2025-10-31,,,USD,,,17878000000,us-gaap:ProfitLoss,USD,2025-02-01,2025-10-31,27452000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2025-02-01,2025-10-31,-19030000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2025-02-01,2025-10-31,-7012000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2025-02-01,2025-10-31,7970166964,dei:EntityCommonStockSharesOutstanding,shares,,2025-12-02,,,USD,,
000104581022000036,0001045810,NVDA,NVIDIA CORP,10-K,2022-03-18,2022-01-30,2022,FY,4,3674,Semiconductors & Related Devices,DE,26914000000,us-gaap:Revenues,USD,2021-02-01,2022-01-30,44187000000,us-gaap:Assets,USD,,2022-01-30,17575000000,us-gaap:Liabilities,USD,,2022-01-30,9752000000,us-gaap:NetIncomeLoss,USD,2021-02-01,2022-01-30,9108000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2021-02-01,2022-01-30,-9830000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2021-02-01,2022-01-30,1865000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2021-02-01,2022-01-30,2510000000,dei:EntityCommonStockSharesOutstanding,shares,,2022-03-11,,,USD,,
000104581022000079,0001045810,NVDA,NVIDIA CORP,10-Q,2022-05-27,2022-05-01,2023,Q1,1,3674,Semiconductors & Related Devices,DE,8288000000,us-gaap:Revenues,USD,2022-01-31,2022-05-01,45212000000,us-gaap:Assets,USD,,2022-05-01,18892000000,us-gaap:Liabilities,USD,,2022-05-01,1618000000,us-gaap:NetIncomeLoss,USD,2022-01-31,2022-05-01,1731000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-31,2022-05-01,2612000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-31,2022-05-01,-2446000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-31,2022-05-01,2500000000,dei:EntityCommonStockSharesOutstanding,shares,,2022-05-20,,,USD,,
000104581022000147,0001045810,NVDA,NVIDIA CORP,10-Q,2022-08-31,2022-07-31,2023,Q2,2,3674,Semiconductors & Related Devices,DE,14992000000,us-gaap:Revenues,USD,2022-01-31,2022-07-31,43476000000,us-gaap:Assets,USD,,2022-07-31,19625000000,us-gaap:Liabilities,USD,,2022-07-31,2274000000,us-gaap:NetIncomeLoss,USD,2022-01-31,2022-07-31,3001000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-31,2022-07-31,4230000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-31,2022-07-31,-6208000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-31,2022-07-31,2490000000,dei:EntityCommonStockSharesOutstanding,shares,,2022-08-19,,,USD,,
000104581022000166,0001045810,NVDA,NVIDIA CORP,10-Q,2022-11-18,2022-10-30,2023,Q3,3,3674,Semiconductors & Related Devices,DE,20923000000,us-gaap:Revenues,USD,2022-01-31,2022-10-30,40488000000,us-gaap:Assets,USD,,2022-10-30,19139000000,us-gaap:Liabilities,USD,,2022-10-30,2954000000,us-gaap:NetIncomeLoss,USD,2022-01-31,2022-10-30,3393000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-31,2022-10-30,7378000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-31,2022-10-30,-9961000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-31,2022-10-30,2460000000,dei:EntityCommonStockSharesOutstanding,shares,,2022-11-11,,,USD,,
000104581023000017,0001045810,NVDA,NVIDIA CORP,10-K,2023-02-24,2023-01-29,2023,FY,4,3674,Semiconductors & Related Devices,DE,26974000000,us-gaap:Revenues,USD,2022-01-31,2023-01-29,41182000000,us-gaap:Assets,USD,,2023-01-29,19081000000,us-gaap:Liabilities,USD,,2023-01-29,4368000000,us-gaap:NetIncomeLoss,USD,2022-01-31,2023-01-29,5641000000,us-gaap:NetCashProvidedByUsedInOperatingActivities,USD,2022-01-31,2023-01-29,7375000000,us-gaap:NetCashProvidedByUsedInInvestingActivities,USD,2022-01-31,2023-01-29,-11617000000,us-gaap:NetCashProvidedByUsedInFinancingActivities,USD,2022-01-31,2023-01-29,2470000000,dei:EntityCommonStockSharesOutstanding,shares,,2023-02-17,,,USD,,
