id,Name,Style,Object,Color,Tone,Composition,Image_Genre
772.0,Francisco Oller,Impressionism,"People, Interior Setting",Earth Tones,Warm,"Balanced, Detailed",Genre Painting
773.0,Asher Brown Durand,Romanticism,"Trees, Mountains, Stream",Earth Tones,Neutral,Balanced,Landscape
774.0,John French Sloan,New Realism,Person Playing A Flute,Dark Tones With Some Light Highlights,Dark,Centralized Composition,Portrait
775.0,Karl Schmidt-Rottluff,Expressionism,Human Figure,Orange,Bright,Centralized,Portrait
776.0,Ralph Hedley,Realism,"Person In Academic Robes, Book",Red,Neutral,"Centered, Seated Figure",Portrait
777.0,Juan Gris,Synthetic Cubism,"Bottle, Label",Brown,Neutral,Abstract Geometric,Still Life
778.0,Jean Désiré Gustave Courbet,Romanticism,"Person, Landscape",Dark Tones,Dark,Central Figure With Background Landscape,Portrait
779.0,Adolphe Joseph Thomas Monticelli,Romanticism,"Dead Game Birds, Hunting Equipment",Earth Tones,Dark,Balanced,Still Life
780.0,Alfred Concanen,Romanticism,Person Standing With A Top Hat,Sepia Tones,Neutral,Centered,Portrait
781.0,Paul Nash,Expressionism,"Waves, Beach",Blue-Green,Neutral,Dynamic,Landscape
782.0,John Heartfield,Dada,Human Figure With A Top Hat And Eyeglasses,Yellow,Bold,Centralized,Portrait
783.0,Marià Fortuny,Orientalism,"Reclining Nude Woman, Man Playing A Musical Instrument",Earth Tones,Neutral,Horizontal Composition With A Focus On The Central Figures,Genre Painting
784.0,Yasuo Kuniyoshi,Expressionism,"Two People, Rainbow",Dark Green And Brown,Dark,"Unconventional, Imaginative",Portrait
785.0,Martín Rico y Ortega,Impressionism,"Buildings, Trees, Water",Dark Tones,Dark,Horizontal,Landscape
786.0,Charles-édouard Jeanneret,Constructivism,Building,Gray,Neutral,Asymmetrical,Architecture
787.0,Anne-Louis Girodet,Neoclassicism,Human Figures,Earth Tones,Dark,Diagonal Composition,Mythological
788.0,Alexander Porfyrovych Archipenko,,Abstract Figure,Dark Green,Neutral,Dynamic Forms,Sculpture
789.0,Thomas Jones,Romanticism,"Trees, Person, Ruins, Mountains","Earth Tones (Browns, Greens)",Dark,"Asymmetrical, With A Focus On The Foreground And Background Elements",Landscape
790.0,Paul Revere,Rococo,"Soldiers, Civilians, Buildings",Earth Tones And Reds,Dark,Linear Perspective,Historical Scene
791.0,Kuzma Sergeevich Petrov-Vodkin,Symbolism,"Humanoid Figure, Mechanical Elements",Earth Tones,Dark,Complex And Intricate,Fantasy
792.0,Lawren Stewart Harris,Art Nouveau (Modern),"Rock Formations, Trees","Earth Tones, Purples, And Reds",Neutral,Balanced With A Central Focus,Landscape
793.0,Thomas Sully,Romanticism,Person In Regal Attire,Warm Earth Tones,Neutral To Dark,"Vertical, Emphasis On The Figure",Portrait
794.0,János Mattis-Teutsch,Abstract Art,Geometric Shapes,Purple,Dark,Dynamic Composition With Overlapping Shapes,Abstract Art
795.0,Wilhelm Kotarbiński,Art Nouveau (Modern),"Woman, Child, Birds, Architectural Elements","Earth Tones, White",Neutral,"Balanced, With A Central Focus On The Woman And Child",Historical
796.0,Martin Munkácsi,Art Nouveau (Modern),People With Umbrellas,Black And White,Neutral,Top-Down View,Everyday Scene
797.0,Gino Severini,Futurism,"Trains, Tracks",Green,Bright,"Fragmented, Geometric",Landscape
798.0,Sir Thomas Lawrence,Romanticism,Woman Standing,Dark Tones With Earth Colors,Dark,Full-Length Figure With A Soft Background,Portrait
799.0,Pavel Nikolayevich Filonov,Analytical Realism,Faces,Dark Tones With Some Blue And Orange,Dark,Clustered Arrangement,Portrait
800.0,Amédée Ozenfant,Purism,Human Figures,Dark Blue And Green,Dark,Overlapping Shapes,Figurative
801.0,William Blake,Symbolism,Dragon-Like Creature,Earth Tones,Dramatic,"Centralized, Dynamic",Mythological
802.0,Shinsui Itō,Shin-hanga,Woman With Parasol,Earth Tones,Neutral,Asymmetrical,Portrait
803.0,Carl Clemens Moritz Rungius,Naturalism,"Sheep, Mountain, Mist",Grey,Dark,Diagonal Composition,Landscape
804.0,Arkhip Ivanovich Kuindzhi,Realism,"Moon, Sea, Land",Dark Green,Dark,Horizontal Emphasis,Landscape
805.0,Dame Laura Knight,Impressionism,"Children, Beach",Light Earth Tones,Bright,"Balanced, Dynamic",Genre Painting
806.0,Philip Wilson Steer,Impressionism,"River, Trees, Boats, Bridge",Blue,"Soft, Muted","Balanced, With A Focus On The River And Surrounding Nature",Landscape
807.0,Auguste Herbin,Fauvism,"Buildings, Water Reflections",Bright Yellow,Bright,Balanced With Reflections,Cityscape
808.0,John Ruskin,Symbolism,"Sky, Clouds, Building",Blue,Dark,Horizontal,Landscape
809.0,Cuno Amiet,Post-Impressionism,"Girl, Flowers",Red,Bright,Central Focus,Portrait
810.0,Ivan Yakovlevich Bilibin,Art Nouveau (Modern),"House, Trees",Earth Tones,Warm,"Vertical Emphasis, Central Focus",Fantasy
811.0,Honoré-Victorin Daumier,Impressionism,"Human Figures, Horse",Earth Tones,Neutral,"Vertical, Dynamic",Figurative
812.0,Anna Katarina Boberg,Art Nouveau (Modern),"Trees, Houses, Vegetation",Green,Neutral,Balanced,Landscape
813.0,Augusta Savage,Realism,Human Figure (Child),Bronze,Neutral,Single Standing Figure,Sculpture
814.0,Ernst Ludwig Kirchner,Expressionism,"Buildings, People, Dog, River",Various (Predominantly Dark And Vibrant Colors),Dark,"Balanced With A Central Focus On The People And Dog, Surrounded By Buildings And A River",Cityscape
815.0,James Ward,Romanticism,"Cattle, Tower",Earth Tones,Neutral,Balanced,Landscape
816.0,Jean-Jules-Antoine Lecomte du Nou?,Academicism,"Two Seated Figures, Opulent Setting, Objects Of Luxury",Warm Tones,Bright,Balanced With Depth,Figurative
817.0,Maurits Cornelis Escher,Surrealism,"Hands, Drawing Tools",Black And White,Neutral,"Symmetrical, Intricate",Still Life
818.0,John Leech,Romanticism,People In Period Clothing,Earth Tones,Neutral,Group Arrangement,Historical
819.0,Andrei Petrovich Ryabushkin,Romanticism,"People, Throne, Ornate Room",Gold,Bright,"Balanced, With Central Focus",Historical
820.0,Franti?ek Kupka,Symbolism,"Water Lilies, Abstract Forms",Earthy Tones With Blues And Yellows,Dark,"Balanced, Circular Forms",Landscape
821.0,Armandro Reverón,Impressionism,"Trees, Landscape",Blue,"Soft, Muted",Balanced Composition With Atmospheric Depth,Landscape
822.0,Allan Randall Freelon Sr.,Impressionism,"Buildings, Church Towers, Statue, Trees",Light Green,Bright,"Balanced, With A Central Focus On The Church Towers And Statue",Landscape
823.0,Albrecht Samuel Anker,Realism,"People, Classroom, Blackboard",Earth Tones,Neutral,"Balanced, Group Arrangement",Genre Painting
824.0,Eugène Fredrik Jansson,Symbolism,"Sailboat, River, Sky",Green,Dark,Horizontal Emphasis,Landscape
825.0,Gaspard-Félix Tournachon,Pictorialism,"Building, Carriages",Black And White,Neutral,Symmetrical,Cityscape
826.0,Mohammad Ghaffari,Safavid Period,"Trees, Pathway, Benches",Green,Neutral,Symmetrical,Landscape
827.0,Percy Wyndham Lewis,Futurism,Geometric Shapes,Brown,Neutral,"Dynamic, Angular",Abstract
828.0,Robert William Buss,Romanticism,"Man, Desk, Drawings",Neutral Tones,Dark,Asymmetrical,Portrait
829.0,Ivan Me?trovi?,,Seated Figure,Gold,Neutral,Three-Dimensional,Sculpture
830.0,George Inness,Tonalism,"Sheep, Shepherd","Warm Tones (Yellows, Browns)",Dark,Balanced With A Focus On The Shepherd And Flock,Landscape
831.0,Edward Lear,Romanticism,"Mountains, Trees, People",Green,Neutral,Asymmetrical,Landscape
832.0,Vincenzo Camuccini,Neoclassicism,"People In Roman Attire, Architectural Elements",Earth Tones,Neutral,"Balanced, Linear Perspective",Historical
833.0,Joaquín Sorolla y Bastida,Impressionism,Swimmers,Blue And Green,Bright,"Dynamic, With Flowing Movement",Figurative
834.0,Thomas Cowperthwait Eakins,Realism,Person Rowing A Boat,Blue,Neutral,Balanced And Horizontal Emphasis,Landscape
835.0,Fyodor Alexandrovich Vasilyev,Realism,"Field, Sky, People, Horses",Earth Tones,Dark,Balanced With A Central Focus,Landscape
836.0,Alexej Georgewitsch von Jawlensky,Expressionism,Seated Person,Blue,Dark,Centralized,Portrait
837.0,Lyubov Sergeyevna Popova,Constructivism,Human Figure,Blue And Black,Bold,Geometric,Poster Art
838.0,Jean-Honoré Fragonard,Rococo,"Three People, Trees, Landscape Elements",Soft Pastels,Bright,Dynamic Triangular Arrangement,Genre Painting
839.0,Sir Samuel Luke Fildes,Academicism,Regal Attire With A Fur-Trimmed Robe And Ornate Decorations,Gold And Cream,Dark,Centered Figure,Portrait
840.0,Sophie Henriette Gertrude Taeuber-Arp,Dada,Two Figures In Costume,Black And White (Monochrome),Neutral,Symmetrical,Portrait
841.0,Raden Saleh Sjarif Boestaman,Romanticism,Horses And Soldiers,Earth Tones,Dynamic,Diagonal,Historical
842.0,Félix Edouard Vallotton,Cloisonnism,Two Nude Figures,Earth Tones,Warm,Balanced,Figurative
843.0,Léopold Frédéric Léopoldowitsch Survage,Orphism,Curved Lines,Multicolor (Predominantly Pastels),Bright,Dynamic And Flowing,Abstract
844.0,Anni Albers,Abstract Art,Maze Pattern,Orange,Neutral,Symmetrical,Geometric
845.0,Akseli Gallen-Kallela,Expressionism,"Two Figures, Skulls, Tools",Dark Tones With Red And Pale Skin,Dark,Diagonal Arrangement,Portrait
846.0,Séraphine Louis,Naïve Art (Primitivism),Flower,Red,Bright,Centralized,Still Life
847.0,Christen Schiellerup K?bke,Romanticism,"Buildings, Trees, People, Animals",Earth Tones,Neutral,Horizontal Composition With A Central Vanishing Point,Landscape
848.0,Wilhelm von Kaulbach,Romanticism,"Man In Regal Attire, Seated Lion, Attendants",Dark Tones With Red Accents,Dark,Central Figure With Attendants In The Background,Portrait
849.0,Gustave Moreau,Symbolism,"Figure With Halo, Figure In Repose",Dark Tones With Highlights,Dark,"Dynamic, Focused On Figures",Religious
850.0,édouard Manet,Realism,Woman In Traditional Dress Holding A Fan,"Rich, Dark Tones With Vibrant Accents",Bright,Centralized Figure,Portrait
851.0,Jacek Malczewski,Art Nouveau (Modern),Two Figures,Earth Tones,Neutral,Vertical Orientation With Central Focus,Portrait
852.0,Jean-Louis Ernest Meissonier,Realism,"Two People, Table, Chairs, Dog",Dark Red,Dark,Balanced,Genre Painting
853.0,Frederick Sandys,Romanticism,"Woman, Interior Setting",Black And White (Monochrome),Dark,"Centralized Figure, Detailed Background",Portrait
854.0,Thomas Pollock Anshutz,Realism,"Two Men, Hills, Houses, Trees",Green,Bright,Balanced,Landscape
855.0,Philip Alexius de László,Realism,Elderly Woman,Dark,Neutral,Profile View,Portrait
856.0,Jan Alojzy Matejko,Romanticism,"People, Interior Setting",Earth Tones,Dark,Dense Grouping,Historical
857.0,Rufino del Carmen Arellanes Tamayo,Cubism,Person With A Musical Instrument,Red,Dark,Central Figure With Balanced Symmetry,Portrait
858.0,Aubrey Vincent Beardsley,Art Nouveau (Modern),"Floating Figure, Standing Figure",Black And White,Contrast,"Symmetrical, Vertical Emphasis",Fantasy
859.0,Dorothea Lange,Social Realism,"Man, Tents, Car",Black And White,Dark,Central Figure With Background Elements,Portrait
860.0,Willard Leroy Metcalf,Impressionism,"Trees, Hills, Sky",Green,Bright,Balanced,Landscape
861.0,Camille Claudel,Impressionism,Satyr Playing A Flute,Bronze,Dark,Three-Dimensional,Sculpture
862.0,Hiroshi Yoshida,Shin-hanga,Parrot,White,Neutral,Centered,Animal
863.0,Itō Jakuchū,Ukiyo-e,"Fish, Octopus",Earth Tones,Neutral,Balanced,Still Life
864.0,Stanis?aw Ignacy Witkiewicz,Expressionism,"Factory, Smoke, Person",Yellow,Bright,Central Figure With Background Elements,Portrait
865.0,Arno Breker,Kitsch,Horse,Monochrome,Neutral,Balanced Sculpture,Animal
866.0,Constantin Daniel Rosenthal,Romanticism,Male Figure In Formal Attire,Dark Tones With Muted Blues And Blacks,Neutral,Centered Composition,Portrait
867.0,Thomas Fearnley,Romanticism,"Cityscape, River, Boats",Earth Tones,Neutral,Balanced,Landscape
868.0,Ion Theodorescu-Sion,Impressionism,People In Traditional Clothing,White,Neutral,Group Arrangement,Portrait
869.0,Jean Dominique Antony Metzinger,Analytical Cubism,"Human Figure, Vase",Brown,Neutral,"Fragmented, Geometric",Portrait
870.0,James Barry,Neoclassicism,,,,,
871.0,Henri Marie Raymond de Toulouse-Lautrec-Monfa,Post-Impressionism,People In A Social Gathering,"Warm Tones With Prominent Use Of Yellows, Browns, And Reds",Bright,Balanced With A Focus On The Central Figure,Portrait
872.0,Emanuel Gottlieb Leutze,Romanticism,"People, Boat, Flag, Ice",Dark,"Somber, Dramatic","Diagonal, Dynamic",Historical
873.0,Charles Angrand,Divisionism,Haystacks,Yellow,Bright,"Balanced, With A Focus On The Haystacks In The Foreground",Landscape
874.0,Anton A?be,Realism,A Person In Traditional Clothing,Sepia,Neutral,Central Composition,Portrait
875.0,Xavier Martínez,Tonalism,"Trees, Landscape","Earthy Tones, Green, Blue",Neutral,Diagonal Emphasis,Landscape
876.0,Giacomo Quarenghi,Neoclassicism,Church/Cathedral,Earth Tones,Neutral,Centralized,Architecture
877.0,Sophie Gengembre Anderson,Romanticism,Boy Playing Flute,Earth Tones,Warm,Balanced,Portrait
878.0,David Roberts,Romanticism,"River, Trees, Distant Buildings",Dark Blues And Grays,Dark,Balanced With A Strong Horizon Line,Landscape
879.0,Joseph Urbania,Realism,Figures In Robes,Monochrome (Stone Color),Neutral,Vertical Arrangement,Religious
880.0,Sir David Wilkie,Romanticism,"Two People, Dog, Books, Furniture",Brown,Neutral,Balanced,Portrait
881.0,Paul Jacoulet,Ukiyo-e,"Seated Person, Fan","Light Blue, White, Multicolored Fan",Neutral,Central Figure,Portrait
882.0,Augustus Edwin Mulready,Naturalism,A Man In Uniform With Two Children In A Graveyard,Earth Tones,Somber,Grouping Of Figures With A Focus On Interaction,Genre Painting
883.0,Grace W. Pailthorpe,Abstract Art,Fish,Yellow,Bright,Asymmetrical,Still Life
884.0,Oscar Agustín Alejandro Schulz Solari,Expressionism,"Bird, Human Figure",Earth Tones,Bright,Dynamic,Mythological
885.0,Francis Hans Johnston,Post-Impressionism,"Airplanes, Clouds, Landscape",Yellow,Bright,Panoramic,Landscape
886.0,Winston Leonard Spencer-Churchill,Impressionism,"Pyramids, River, Distant Horizon","Warm Hues (Yellow, Orange)",Bright,Horizontal,Landscape
887.0,Gabriel Charles Dante Rossetti,Romanticism,"Three People, Textiles, Books",Earth Tones,Neutral,Balanced And Structured,Genre Painting
888.0,Théophile Théo van Rysselberghe,Pointillism,"Windmill, Trees, Fence",Green,Bright,Centralized Composition With A Focus On The Windmill,Landscape
889.0,Norman Percevel Rockwell,Regionalism,People Of Various Ethnicities,Earth Tones,Warm,Centralized Grouping,Group Portrait
890.0,Leonetto Cappiello,Art Nouveau (Modern),Woman With Cognac,Yellow,Bright,Central Figure,Advertisement
891.0,Henri Julien Félix Rousseau,Naïve Art (Primitivism),"Lion, Sleeping Person, Desert",Blue,Dark,Balanced,Fantasy
892.0,Maximilien Luce,Neo-Impressionism,"Boats, Sea, Lighthouse",Blue-Green,Bright,Horizontal Landscape,Seascape
893.0,Robert Demachy,,Woman In A Dress,Sepia,Neutral,Central Composition,Portrait
894.0,Victor Meirelles de Lima,Romanticism,"Cross, People, Trees",Earth Tones,Neutral,Centralized With A Focus On The Cross And Surrounding People,Historical
895.0,George Catlin,Realism,Person With Traditional Attire,Earth Tones,Neutral,Traditional,Portrait
896.0,Albert Gleizes,Cubism,Geometric Shapes,Earth Tones,Neutral,Cubist,Still Life
897.0,Jan Hendrik Weissenbruch,Realism,"Windmill, Person",Green,Neutral,Balanced,Landscape
898.0,Felice Casorati,Magic Realism,Nude Figure,Earth Tones,Dark,Central Figure,Portrait
899.0,Aaron Douglas,Art Deco,"Human Figures, Building",Purple,Dark,Overlapping And Geometric,Figurative
900.0,James Edward Hervey MacDonald,Post-Impressionism,"Beach, Trees, Clouds, Water",Blue,Bright,"Horizontal, Balanced",Landscape
901.0,John Martin,Romanticism,"Trees, Person",Sepia,Neutral,Balanced,Landscape
902.0,George Morland,Rococo,"Horse, Dog",Earth Tones,Neutral,Central Composition,Animal
903.0,Alexis Gritchenko,Expressionism,"Mountains, Fields, Trees","Earth Tones (Browns, Greens)",Neutral,Asymmetrical,Landscape
904.0,Alma Woodsey Thomas,Color Field Painting,,Orange,Bright,Patterned,
905.0,Richard Dadd,Romanticism,"People, Ceremonial Objects",Earth Tones,Neutral,Centralized,Historical
906.0,Lajos Kassák,Abstract Art,Geometric Forms,"Red, Black, Blue, Yellow",Neutral,Balanced Geometric Arrangement,Abstract
907.0,Paul Victor Jules Signac,Pointillism,"Man, Patterns",Yellow,Bright,Dynamic,Portrait
908.0,Howard Pyle,Romanticism,"Couple, Ocean, Moon",Blue,Dreamlike,Central Focus With A Dynamic Flow,Mythological
909.0,Arshak Abrahami Fetvadjian,Realism,Standing Person,Earth Tones,Neutral,Central Focus,Portrait
910.0,Theodore Clement Steele,Impressionism,"River, Trees",Muted Earth Tones,Soft,Balanced,Landscape
911.0,Vilhelm Hammersh?i,Impressionism,Woman Seated In Profile,Neutral Tones,Dark,Balanced With Focus On Figure,Portrait
912.0,Charles Courtney Curran,Impressionism,Two Women,Soft Pastels,Light,Balanced,Figurative
913.0,Giovanni Fattori,Realism,"Tower, Coastline","Earth Tones, Blue",Neutral,"Horizontal, Balanced",Landscape
914.0,Toyohara Chikanobu,Ukiyo-e,Two Figures In Traditional Dress,Muted Colors With Emphasis On Reds And Blues,Neutral,Balanced With A Focus On The Central Figures,Portrait
915.0,William Bill Traylor,Art Brut,"Cow, People",Brown,Neutral,Linear Arrangement,Genre Painting
916.0,émile Friant,Realism,Seated Man,Monochrome,Neutral,Minimalist,Portrait
917.0,Shibata Zeshin,Ukiyo-e,"Flower, Woven Basket",Earth Tones,Neutral,Minimalist,Still Life
918.0,Cyril Edward Power,Futurism,"Bus Interior, Passengers",Green,Dark,"Dynamic, Diagonal Lines",Interior
919.0,Nicholas Roerich,Symbolism,Mountains,Blue,Bright,Horizontal,Landscape
920.0,Sulpice Guillaume Chevalier,Romanticism,Man With A Hat,Black And White,Neutral,Centralized Figure,Portrait
921.0,Charles Edward Conder,Impressionism,"People, Park, Basket",Earth Tones,"Soft, Light",Dynamic With A Focal Point On Figures,Genre Painting
922.0,William Henry Hunt,Naturalism,Flowers In A Vase,Various (Predominantly Earthy Tones With Bright Floral Colors),Neutral,Centralized Composition,Still Life
923.0,Vardges Sureniants,Symbolism,Woman In Ornate Clothing,Gold,"Soft, Muted","Decorative, Detailed",Portrait
924.0,Gustav Klimt,Art Nouveau (Modern),Human Figures,Blue,Dark,Asymmetrical,Figurative
925.0,Alfons Maria Mucha,,Woman Holding A Palm Frond,Earth Tones,Bright,"Vertical, Decorative",Portrait
926.0,Caspar David Friedrich,Romanticism,"Rainbow, Tree, Person",Green,Neutral,Horizontal,Landscape
927.0,Pierre Bonnard,Post-Impressionism,"Trees, Field",Green,Bright,Dynamic,Landscape
928.0,Alfred Stieglitz,Pictorialism,"Train, Railway Tracks",Sepia,Dark,Central Focus With Leading Lines,Landscape
929.0,Jacques Joseph Tissot,Realism,"People, Picnic, Nature","Earth Tones, Yellow, Brown",Warm,"Balanced, Horizontal Layout",Genre Painting
930.0,Oda Krohg,Neo-Romanticism,Seated Man,Dark Green,Dark,Centered,Portrait
931.0,Alfred William Parsons,Realism,"Sailboats, Water, Trees",Blues And Greens,Bright,Balanced With A Clear Horizon Line,Landscape
932.0,Azim Aslan oglu Azimzade,Art Nouveau (Modern),"People, Fire",Blue,Bright,Central Focus With Surrounding Figures,Genre Scene
933.0,Sir Jacob Epstein,Cubism,Machine-Like Figure,White And Black,Neutral,Central Placement,Sculpture
934.0,Kurt Hermann Eduard Karl Julius Schwitters,Dada,"Cherries, Geometric Shapes",Blue,Dark,Collage,Still Life
935.0,Henry Spencer Moore,Abstract Art,Reclining Figure,White,Neutral,Asymmetrical,Sculpture
936.0,Hans Hofmann,Abstract Expressionism,,"Black, White, Blue, Orange, Green",Bright,"Non-Representational, Dynamic",
937.0,Antonietta Rapha?l,Expressionism,Human Torso,Brown,Neutral,Three-Dimensional Figure,Sculpture
938.0,John James Audubon,Naturalism,Hares,Brown,Neutral,Central Composition With Two Hares In The Foreground,Wildlife
939.0,Léon Joseph Florentin Bonnat,Academicism,Woman And Child,Earth Tones,Dark,"Vertical, Centralized",Portrait
940.0,Lorser Feitelson,Surrealism,"Shell, Fruit, Mortar And Pestle",Dark Tones With Red And Purple Hues,Dark,Asymmetrical,Still Life
941.0,Saturnino Herrán Guinchard,Art Nouveau (Modern),"People, Ox, Corn Stalks",Earth Tones,Warm,"Dynamic, Diagonal",Genre Painting
942.0,James Merritt Ives,Romanticism,People In A Theater Box,Neutral,Dark,Balanced,Historical
943.0,Maurice Denis,Post-Impressionism,"Jesus On The Cross, People",Red,Dark,"Central, Vertical Emphasis",Religious
944.0,Hovsep Pushman,Symbolism,"Woman, Window",Soft Pastels,Light,"Balanced, Focus On Figure",Portrait
945.0,Léon Cogniet,Romanticism,"Military Uniform, Person",Dark,Neutral,Full-Length Portrait,Portrait
946.0,Utagawa Kunisada,Ukiyo-e,Person In Costume,Dark Blue,Neutral,Asymmetrical,Portrait
947.0,Umberto Boccioni,Divisionism,"Person, Buildings",Earth Tones,Neutral,Balanced,Portrait
948.0,Maurice Brazil Prendergast,Impressionism,"Gondolas, Water, Buildings",Blue,Bright,Dynamic,Landscape
949.0,Christoffer Wilhelm Eckersberg,Neoclassicism,Seated Person,Blue,Neutral,Centralized Composition,Portrait
950.0,Oswald Achenbach,Romanticism,Horse Riders,Earth Tones,Neutral,"Balanced, With A Central Focus",Genre Painting
951.0,Oswald Achenbach,Romanticism,"Trees, Hills, Buildings",Earth Tones,Warm,Balanced,Landscape
952.0,Louis Valtat,Fauvism,"Trees, Ruins",Earth Tones,Neutral,Balanced,Landscape
953.0,Anne Vallayer-Coster,Rococo,"Sculptures, Painting Tools, Books",Earth Tones,Neutral,Balanced Arrangement,Still Life
954.0,Arthur Eric Rowton Gill,Art Deco,Two Embracing Figures,Monochrome,Neutral,Centralized And Symmetrical,Portrait
955.0,Victor Marie Hugo,Symbolism,"Ships, Sea","Dark Blue, Black",Dark,Asymmetrical,Landscape
956.0,Abanindranath Tagore,,"Two Figures, Ornate Architecture",Earth Tones,Warm,"Balanced, Centered",Genre Painting
957.0,Fernand Edmond Jean Marie Khnopff,Symbolism,"Human Figure, Sphinx",Earth Tones,Dark,Vertical Emphasis,Figurative
958.0,Jessie Willcox Smith,Romanticism,Gnomes,Earth Tones,Neutral,Centralized,Fantasy
959.0,Max Weber,Expressionism,"Buildings, Trees",Blue,Dark,"Vertical Orientation, Dynamic Shapes",Landscape
960.0,Owen Jones,Art Nouveau (Modern),"Fans, Flowers, Vases","Earth Tones, Gold, Green",Neutral,Symmetrical,Still Life
961.0,Pierre Dubreuil,,Ice-Covered Statue,Monochrome (Black And White),Neutral,Centralized Composition,Sculpture
962.0,Suzanne Valadon,Post-Impressionism,"Two Women, Couch, Dolls",Earth Tones,Neutral,"Central Focus On Subjects, Use Of Negative Space",Portrait
963.0,Ivan Konstantinovich Aivazovsky,Romanticism,,,,,
964.0,Osman Hamdi Bey,Romanticism,"Seated Figure, Books",Yellow,Bright,Centralized Figure,Portrait
965.0,Medardo Rosso,Post-Impressionism,Human Figure,Beige,Neutral,Organic Form,Sculpture
966.0,Charles Rennie Mackintosh,Art Nouveau (Modern),"Boats, Harbor, Buildings",Earth Tones,Bright,Geometric,Landscape
967.0,Georges Braque,Analytical Cubism,"Trees, Rocks","Earth Tones (Browns, Greens)",Neutral,"Geometric, Fragmented",Landscape
968.0,"Elizabeth Southerden Thompson, Lady Butler",Romanticism,"Soldiers, Weapons, Smoke",Red,Dark,"Dynamic, Chaotic",Historical
969.0,Max Ernst,Surrealism,"Trees, Forest","Dark Brown, Blue",Dark,"Vertical, Centralized",Landscape
970.0,Mildred Anne Butler,Impressionism,"Trees, Flowers, Path",Green,Neutral,Balanced,Landscape
971.0,Charles Henry Buckius Demuth,Precisionism,"Buildings, Industrial Structures",Red,Neutral,Geometric,Still Life
972.0,Raja Ravi Varma,Academicism,"Musical Instrument (Veena), Peacock","Earth Tones, With Reds And Whites",Bright,Centralized Figure With Background Elements,Portrait
973.0,Mario Sironi,Metaphysical art,,,,,
974.0,William Morris,Romanticism,Floral Motifs,Green,Neutral,Symmetrical,Pattern
975.0,Natalia Sergeevna Goncharova,Expressionism,"People, Farm Tools, Horse",Earth Tones,Bright,Dynamic,Genre Painting
976.0,Charles Méryon,Realism,"Bridge, Buildings, Hot Air Balloons, River",Neutral Grayscale,Neutral,Horizontal Emphasis,Landscape
977.0,Sir John Everett Millais,Romanticism,"Woman In Water, Flowers",Green,Dark,Balanced,Portrait
978.0,Benjamin Lauder Nicholson,Cubism,Geometric Forms,Dark Tones With Accents Of Red And Green,Dark,"Asymmetrical, Geometric Arrangement",Abstract
979.0,Winslow Homer,Realism,People,Earth Tones,Neutral,Group Arrangement,Genre Painting
980.0,Oscar-Claude Monet,Impressionism,Women In A Garden,Green,Bright,Balanced Grouping,Genre Painting
981.0,Gerda Marie Fredrikke Wegener,Art Deco,Seated Woman With A Fan,Warm Tones,Soft,Centered Figure,Nude
982.0,Pavle Paja Jovanovi?,,Nude Figures,Neutral Tones,Soft,Asymmetrical,Portrait
983.0,Taras Hryhorovych Shevchenko,Romanticism,"People, Dog, Trees",Earth Tones,Bright,Balanced,Portrait
984.0,Lucio Fontana,Spatialism,Slashes On Canvas,White,Neutral,Minimalist,
985.0,Maurice de Vlaminck,Fauvism,"Person, Glass Of Drink","Dark, With Prominent Use Of Red And White",Dark,Centralized Composition,Portrait
986.0,Joseph Stella,Precisionism,Cow,Blue,Bright,"Dynamic, Asymmetrical",Animal
987.0,Nade?da Petrovi?,Post-Impressionism,Buildings,Earth Tones,Dark,Dynamic,Cityscape
988.0,Max Beckmann,Expressionism,People,Earth Tones,Dark,Dynamic,Figurative
989.0,Eugène Burnand,Realism,"Two People, Trees, Path, Building",Earth Tones,Neutral,"Balanced, With Figures Placed In The Foreground And Background",Religious
990.0,Sir Arthur Ernest Streeton,Impressionism,"Trees, Water, Sailboat",Earth Tones,Neutral,Balanced,Landscape
991.0,Alexander Young Jackson,Art Nouveau (Modern),"Snow, Mountains, Road",Light Blue,Bright,Curved Lines Leading To Background Mountains,Landscape
992.0,Pedro Figari,Modernismo,"Trees, Buildings",Earth Tones,Warm,Balanced,Landscape
993.0,Marie Bashkirtseff,Realism,Two Children,Dark Blue Tones,Neutral,Centralized,Portrait
994.0,Sir Henry Raeburn,Romanticism,Person,Earthy Tones,Warm,Balanced,Portrait
995.0,Eugène Atget,Documentary photography,Man Pulling A Cart,Sepia,Neutral,Central Focus With Depth,Street Photography
996.0,Gabriele Münter,Expressionism,"Houses, Trees, Pathway",Green,Bright,Balanced,Landscape
997.0,Ben Shahn,Expressionism,"Person, Text, Abstract Shapes",Predominantly Light Blue And White,Neutral,Central Figure With Abstract Background,Portrait
998.0,John Singleton Copley,Neoclassicism,Scientific Instruments,Dark,Neutral,Balanced,Portrait
999.0,Claude Cahun,Surrealism,"Masks, Sculptures",Black And White,Neutral,Balanced,Still Life
1000.0,Anne Wardrope (Nott) Brigman,Pictorialism,Human Figure,Warm Tones,Soft,Balanced,Portrait
,,"Surrealism, Muralism",Bishop With Staff,Earth Tones,Dark,Central Figure,Portrait
,,Street art,"Graffiti Characters, Text",Blue,Bright,Dynamic And Layered,Graffiti
,,Street art,"Train, Graffiti Text",Green,Neutral,Asymmetrical,Urban
