pdf_filename,paper_name,author,institute,topic,uses_knowledge_graph,reasoning_depth,baseline,retrieval_method,generator_model,uses_reranker,data_modality,evaluation_dataset,evaluation_metric,application_domain,use_agent,agent_framework,performance_on_hotpotqa,performance_on_NQ,multi_turn_retrieval,baseline_amount
2504.04858v3_Dont-Lag-RAG-Training-Free-Adversarial-Detection-Using-RAG.pdf,"Don’t Lag, RAG: Training-Free Adversarial Detection Using RAG",Roie Kazoom; Raz Lapid; Moshe Sipper; Ofer Hadar,,Retrieval-Augmented Generation,No,single-hop,Undefended; JPEG; Spatial Smoothing; SAC; DIFFender; Baseline,Dense Retrieval,Qwen-VL-Plus; Qwen2.5-VL-Instruct; UI-TARS-72B-DPO; Gemini 2.0,No,Image; Text,ImageNet-Patch; APRICOT,Accuracy,General,No,,,,No,6
2504.06271v1_ER-RAG-Enhance-RAG-with-ER-Based-Unified-Modeling-of-Heterogeneous-Data-Sources.pdf,ER-RAG: Enhance RAG with ER-Based Unified Modeling of Heterogeneous Data Sources,Yikuan Xia; Jiazun Chen; Yirui Zhan; Suifeng Zhao; Weipeng Jiang; Chaorui Zhang; Wei Han; Bo Bai; Jun Gao,"Key Laboratory of High Confidence Software Technologies, CS, Peking University, Beijing, China; Theory Lab, Central Research Institute, 2012 Labs, Huawei Technologies Co., Ltd, Huawei Research, China",Retrieval-Augmented Generation,Yes,multi-hop,"Llama3 8B; GPT-40-mini; GPT-40; DeepSeek v3; ChatGPT Plus (GPT-4o); Claude-3-5-sonnet Pro; Perplexity (405B); ZeroShot SQL (DB,GPT-40); DAIL SQL (DB.GPT-40); SuperSQL (DB,GPT-4o)",Dense Retrieval; Graph-based Retrieval; Other,Llama3 8B,Yes,Text; Table,CRAG; CompMix; synthetic MIX,LLM-based Scores; Accuracy; time cost,Finance; Sports; Art; General,Yes,Other,,,Yes,10
2504.08386v1_PCA-RAG-Principal-Component-Analysis-for-Efficient-Retrieval-Augmented-Generation.pdf,PCA-RAG: Principal Component Analysis for Efficient Retrieval-Augmented Generation,Arman Khaledian; Amirreza Ghadiridehkordi; Nariman Khaledian,Zanista AI,Retrieval-Augmented Generation,No,single-hop,Full-dimensional embeddings,Dense Retrieval,,No,Text,HuggingFace sentence pairs with human-annotated similarity scores,MAE; Pearson correlation; Spearman rank correlation; R²; Time Performance,Finance,Yes,Other,,,No,1
2504.08967v1_RAG-Based-Fuzzing-of-Cross-Architecture-Compilers.pdf,RAG-Based Fuzzing of Cross-Architecture Compilers,Rana Elnaggar; Brian Delgado; Jason M. Fung,Intel Corporation,Retrieval-Augmented Generation,No,single-hop,,Dense Retrieval,GPT-4,No,Text; Code,,Output value mismatch; Compiler runtime errors,Other,No,,,,Yes,0
2504.10074v3_MMKB-RAG-A-Multi-Modal-Knowledge-Based-Retrieval-Augmented-Generation-Framework.pdf,MMKB-RAG: A Multi-Modal Knowledge-Based Retrieval-Augmented Generation Framework,Zihan Ling; Zhiyao Guo; Yixuan Huang; Yi An; Shuai Xiao; Jinsong Lan; Xiaoyong Zhu; Bo Zheng,Peking University; Alibaba Group,Retrieval-Augmented Generation,No,multi-hop,BLIP-2; InstructBLIP; LLaVA-v1.5; Qwen2-VL-Instruct; Qwen2-VL-Instruct(sft); Wiki-LLaVA; EchoSight; ReflectiVA; RA-VQAv2; RA-VQAv2 w/FLMR; RA-VQAv2 w/PreFLMR; Qwen2-VL-Instruct w/PreFLMR; Qwen2-VL-Instruct(sft) w/PreFLMR,Dense Retrieval,Qwen2-VL-7B-Instruct,Yes,Image; Text,OKVQA; E-VQA; InfoSeek; M2KR,VQA score; BEM score,General,No,,,,No,13
2504.11765v1_Shared-Disk-KV-Cache-Management-for-Efficient-Multi-Instance-Inference-in-RAG-Powered-LLMs.pdf,Shared Disk KV Cache Management for Efficient Multi-Instance Inference in RAG-Powered LLMs,Hyungwoo Lee; Kihyun Kim; Jinwoo Kim; Jungmin So; Myung-Hoon Cha; Hong-Yeon Kim; James J. Kim; Youngjae Kim,"Dept. of Computer Science and Engineering, Sogang University, Seoul, Republic of Korea; ETRI, Daejeon, Republic of Korea; Soteria Inc.",Retrieval-Augmented Generation,No,single-hop,Baseline RAG,Dense Retrieval,facebook/opt-1.3b; facebook/opt-2.7b; facebook/opt-6.7b; LLaMA-3.2-1B,No,Text,SQuAD v1.1,TTFT; Throughput; Latency; Prefill time; KV cache loading time; F1; Exact Match,General,No,,,,No,1
2504.11838v1_A-Visual-RAG-Pipeline-for-Few-Shot-Fine-Grained-Product-Classification.pdf,A Visual RAG Pipeline for Few-Shot Fine-Grained Product Classification,Bianca Lamm; Janis Keuper,,Retrieval-Augmented Generation,No,single-hop,ResNet50; BERT; CLIP,Dense Retrieval,GPT-4o; GPT-4o-mini; Gemini-2.0-flash,No,Image; Text,Retail-786k,Accuracy,Other,No,,,,No,3
2504.13079v2_Retrieval-Augmented-Generation-with-Conflicting-Evidence.pdf,Retrieval-Augmented Generation with Conflicting Evidence,Han Wang; Archiki Prasad; Elias Stengel-Eskin; Mohit Bansal,University of North Carolina at Chapel Hill,Retrieval-Augmented Generation,No,single-hop,No RAG; Concatenated-prompt; Single Agent with Self-reflection; Self-RAG; Speculative RAG; Astute RAG,Web Search,Llama3.3-70B-Instruct; Qwen2.5-72B-Instruct; GPT-4o-mini,No,Text,FaithEval; AmbigDocs; RAMDocs,exact match; Precision; Recall; F1,General,Yes,Multi-Agent Collaboration,,,No,6
2504.16813v1_LLM-assisted-Graph-RAG-Information-Extraction-from-IFC-Data.pdf,LLM-assisted Graph-RAG Information Extraction from IFC Data,Sima Iranmanesh; Hadeel Saadany; Edlira Vakaj,"College of Computing, Birmingham City University, birmingham, UK",Retrieval-Augmented Generation,Yes,multi-hop,GPT-4o,Graph-based Retrieval,GPT-4o,No,Text,Custom benchmark dataset ,Accuracy,Other,No,,,,No,1
2504.19754v1_Reconstructing-Context-Evaluating-Advanced-Chunking-Strategies-for-Retrieval-Augmented-Generation.pdf,Reconstructing Context Evaluating Advanced Chunking Strategies for Retrieval-Augmented Generation,Carlo Merola; Jaspinder Singh,"Department of Computer Science and Engineering, University of Bologna",Retrieval-Augmented Generation,No,single-hop,Traditional Retrieval; Early Chunking,Hybrid Retrieval; Dense Retrieval,Phi-3.5-mini-instruct,Yes,Text,NFCorpus; MSMarco,NDCG; MAP; F1-score,General; Medical,No,,,,No,2
2505.03295v1_Capability-Driven-Skill-Generation-with-LLMs-A-RAG-Based-Approach-for-Reusing-Existing-Libraries-and.pdf,Capability-Driven Skill Generation with LLMs: A RAG-Based Approach for Reusing Existing Libraries and Interfaces,Luis Miguel Vieira da Silva; Aljosha Kocher; Nicolas Konig; Felix Gehlhoff; Alexander Fay,"Institute of Automation Technology Helmut Schmidt University, Hamburg, Germany; Chair of Automation Ruhr University, Bochum, Germany",Retrieval-Augmented Generation,Yes,single-hop,,Dense Retrieval,gpt-4o; o3-mini,No,Text; Code,Custom capabilities (Neobotix MMO-700),Syntax correctness; Annotation completeness; Executability; Interface usage; Behavioral accuracy; Lines of code; Manual effort,Other,No,,,,No,0
2505.09945v1_Personalizing-Large-Language-Models-using-Retrieval-Augmented-Generation-and-Knowledge-Graph.pdf,Personalizing Large Language Models using Retrieval Augmented Generation and Knowledge Graph,Deeksha Prahlad; Chanhee Lee; Dongha Kim; Hokeun Kim,Arizona State University,Retrieval-Augmented Generation,Yes,single-hop,RAG,Dense Retrieval,Llama-2-Chat (7B); Llama-2-Chat (13B); Llama-2-Chat (70B),No,Text,Custom-generated calendar and conversational dataset,ROUGE; BLEU score; execution time,General,No,,,,No,1
2505.10951v2_SubGCache-Accelerating-Graph-based-RAG-with-Subgraph-level-KV-Cache.pdf,SubGCache: Accelerating Graph-based RAG with Subgraph-level KV Cache,Qiuyu Zhu; Liang Zhang; Qianxiong Xu; Cheng Long; Jie Zhang,Nanyang Technological University; Hong Kong University of Science and Technology (Guangzhou),Retrieval-Augmented Generation,Yes,multi-hop,G-Retriever; GRAG,Graph-based Retrieval,Llama-3.2-3B; Llama-2-7B; Mistral-7B; Falcon-7B,No,Text,Scene Graph; OAG,ACC; RT; TTFT; PFTT,General,No,,,,No,2
2505.11995v1_Unveiling-Knowledge-Utilization-Mechanisms-in-LLM-based-Retrieval-Augmented-Generation.pdf,Unveiling Knowledge Utilization Mechanisms in LLM-based Retrieval-Augmented Generation,Yuhao Wang; Ruiyang Ren; Yucheng Wang; Wayne Xin Zhao; Jing Liu; Hua Wu; Haifeng Wang,"GSAI, Renmin University of China; Baidu Inc.",Retrieval-Augmented Generation,No,multi-hop,,Dense Retrieval,LLaMA3-8B; LLaMA-3.1-8B; LLaMA-3-70B; Qwen-2.5-1.5B; Qwen-2.5-7B,No,Text,Natural Questions; TriviaQA; HotpotQA,EM; CEM; F1,General,No,,EM: 46.89; CEM: 55.93; F1: 59.57,EM: 42.24; CEM: 49.14; F1: 56.19,No,0
2505.14381v1_SCAN-Semantic-Document-Layout-Analysis-for-Textual-and-Visual-Retrieval-Augmented-Generation.pdf,SCAN: Semantic Document Layout Analysis for Textual and Visual Retrieval-Augmented Generation,Yuyang Dong; Nobuhiro Ueda; Krisztián Boros; Daiki Ito; Takuya Sera; Masafumi Oyamada,NEC Corporation,Retrieval-Augmented Generation,No,single-hop,MinerU; Marker; GOT-580M; Nougat-350M; InternVL2.5-78B; olmOCR-7B; Qwen2.5-VL-72B; DocLayout-YOLO-Qwen2.5-VL-72B; Beehive-Qwen2.5-VL-72B; LlamaParse-Premium,Hybrid Retrieval,Llama-3.1-8B-Instruct; Qwen2-7B-Instruct; GPT-4o; Qwen2.5-VL-7B,No,Text; Image,OHR-Bench; Allganize; BizMMRAG,LCS; F1-score; Accuracy,Academic; Government; Finance; Legal; Medical; Other,No,,,,No,10
2505.17238v2_Personalizing-Student-Agent-Interactions-Using-Log-Contextualized-Retrieval-Augmented-Generation-RAG.pdf,Personalizing Student-Agent Interactions Using Log-Contextualized Retrieval-Augmented Generation (RAG),Clayton Cohn; Surya Rayala; Caitlin Snyder; Joyce Horn Fonteles; Shruti Jain; Naveeduddin Mohammed; Umesh Timalsina; Sarah K. Burriss; Ashwin T S; Namrata Srivastava; Menton Deweese; Angela Eeds; Gautam Biswas,"Department of Computer Science, Vanderbilt University, Nashville, USA; College of Engineering & Science, University of Detroit Mercy, Detroit, USA; The School for Science and Math, Vanderbilt University, Nashville, USA",Retrieval-Augmented Generation,No,single-hop,discourse-only baseline,Dense Retrieval,GPT-4o,No,Text; Code; Audio,Custom C2STEM student data,win rate; loss rate; tie rate; Cohen’s Quadratic Weighted Kappa (QWK),Education,Yes,Other,,,Yes,1
2505.17326v1_VoxRAG-A-Step-Toward-Transcription-Free-RAG-Systems-in-Spoken-Question-Answering.pdf,VoxRAG: A Step Toward Transcription-Free RAG Systems in Spoken Question Answering,Zackary Rackauckas; Julia Hirschberg,Columbia University,Retrieval-Augmented Generation,No,single-hop,,Dense Retrieval,GPT-4o,Yes,Audio,Custom Trash Taste podcast dataset,Recall@10; nDCG@10; relevance; accuracy; completeness; precision,General,No,,,,No,0
2505.21956v3_Cross-modal-RAG-Sub-dimensional-Text-to-Image-Retrieval-Augmented-Generation.pdf,CROSS-MODAL RAG: SUB-DIMENSIONAL TEXT-TOIMAGE RETRIEVAL-AUGMENTED GENERATION,Mengdan Zhu; Senhao Cheng; Guangji Bai; Yifei Zhang; Liang Zhao,"Emory University; University of Michigan, Ann Arbor",Retrieval-Augmented Generation,No,single-hop,CLIP (ViT-L/14); Finetuned CLIP (ViT-L/14); SigLIP; ViLLA; BLIP-2; GILL; SDXL; FLUX.1-dev; LaVIT; RDM; UniRAG; gemini-2.0-flash; gpt-image-1,Hybrid Retrieval,gpt-image-1; gemini-2.0-flash,No,Text; Image,MS-COCO; Flickr30K; WikiArt; CUB; ImageNet-LT,R@1; R@5; R@10; CLIP similarity; DINOv2 similarity; SigLIP similarity; Style Loss,General; Art,No,,,,No,13
2505.23828v1_Spa-VLM-Stealthy-Poisoning-Attacks-on-RAG-based-VLM.pdf,Spa-VLM: Stealthy Poisoning Attacks on RAG-based VLM,Lei Yu; Yechao Zhang; Ziqi Zhou; Yang Wu; Wei Wan; Minghui Li; Shengshan Hu; Pei Xiaobing; Jing Wang,"Huazhong University of Science and Technology, Wuhan, China",Retrieval-Augmented Generation,No,single-hop,Naive Attack; Prompt Injection Attack; Corpus Poisoning Attack; PoisonedRAG,Dense Retrieval,Mistral-7B Instructv0.2; LLaMA-8B Instruct,Yes,Image; Text,Encyclopedic VQA; InfoSeek,ASR; Precision,General,No,,,,No,4
2506.00576v1_ORAN-GUIDE-RAG-Driven-Prompt-Learning-for-LLM-Augmented-Reinforcement-Learning-in-O-RAN-Network-Slic.pdf,ORAN-GUIDE: RAG-Driven Prompt Learning for LLM-Augmented Reinforcement Learning in O-RAN Network Slicing,Fatemeh Lotfi; Hossein Rajoli; Fatemeh Afghah,,Retrieval-Augmented Generation,No,single-hop,ORANSight prompt augmented MARL (ORANSight PA-MARL); GPT prompt augmented MARL (GPT PA-MARL); ORANSight MARL; standard MARL,Other,ORANSight-2.0 (based on Mistral AI 7B); GPT-2,No,Text,Simulated O-RAN environment,Average cumulative rewards; RPI; QoS(eMBB); QoS(mMTC); QoS(URLLC); Throughput,Other,Yes,Multi-Agent Collaboration,,,No,4
2506.02503v1_KARE-RAG-Knowledge-Aware-Refinement-and-Enhancement-for-RAG.pdf,KARE-RAG: Knowledge-Aware Refinement and Enhancement for RAG,Yongjian L; HaoCheng Chu; Yukum Yan; Zhenghao Liu; Shi Yu; Zheni Zeng; Ruobing Wang; Sen Song; Zhiyuan Liu; Maosong Sun,"School of Biomedical Engineering, Tsinghua, China; School of Informatics, Xiamen University, China; Department of Computer Science and Technology, Institute for AI, Tsinghua University, China; Dept. of Computer Science and Technology, Northeastern University, Shenyang, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China",Retrieval-Augmented Generation,Yes,multi-hop,Vanilla RAG Pipeline; SFT; DPO; Vanilla(DPO),Dense Retrieval,Llama-3.1-8B-Instruct; Llama-3.2-3B-Instruct; Qwen2.5-14B-Instruct,No,Text,Musique; NQ; WebQuestions; PopQA; HotpotQA; 2WikiMultihopQA; TruthfulQA; Zero-shot RE; MMLU; MMLU-Pro,EM; F1; Accuracy; Rouge-1; BLEU; Precision; Recall,General,No,,"Llama-3.2-3B-Instruct - EM: 27.62, F1: 39.59; Llama-3.1-8B-Instruct - EM: 32.36, F1: 44.29; Qwen2.5-14B-Instruct - EM: 33.96, F1: 46.45","Llama-3.2-3B-Instruct (KARE-DDPO): EM: 33.21, F1: 46.56; Llama-3.1-8B-Instruct (KARE-DDPO): EM: 37.86, F1: 50.84; Qwen2.5-14B-Instruct (KARE-DDPO): EM: 36.19, F1: 49.96",Yes,4
2506.04390v1_Through-the-Stealth-Lens-Rethinking-Attacks-and-Defenses-in-RAG.pdf,THROUGH THE STEALTH LENS: RETHINKING ATTACKS AND DEFENSES IN RAG,Sarthak Choudhary; Nils Palumbo; Ashish Hooda; Krishnamurthy Dj Dvijotham; Somesh Jha,University of Wisconsin-Madison; ServiceNow Research,Retrieval-Augmented Generation,No,multi-hop,vanilla RAG (Vanilla); Certified RAG-Keyword (Keyword); Certified RAG-Decoding (Decoding),Web Search; Dense Retrieval,Llama2-7BChat; Mistral-7B-Instruct; GPT-4o,Yes,Text,RealtimeQA (RQA); Natural Questions (NQ); HotpotQA; RealtimeQA-MC (RQA-MC),Corruption Identification Rate (CIR); Clean Accuracy (ACC); Robust Accuracy (RACC); Attack Success Rate (ASR),General,No,,"Clean ACC (AVF α=∞): Mistral-7B 51.0, Llama2-C 46.0, GPT-4o 47.6; Robust RACC/ASR (PIA Attack, AVF α=5): Mistral-7B 53.0/8.0, Llama2-C 34.0/11.4, GPT-4o 42.6/9.8","Clean Accuracy (ACC) from Table 2 (Google Search retriever): Mistral-7B (α=5/10/∞): 59.0/58.0/58.0; Llama2-C (α=5/10/∞): 51.0/54.0/54.0; GPT-4o (α=5/10/∞): 57.8/55.0/55.8. Robust Accuracy (RACC)/Attack Success Rate (ASR) from Table 3 (Google Search retriever): [Mistral-7B, PIA]: 54.4/3.0 (α=5), 56.2/2.8 (α=10), 50.2/5.8 (α=∞); [Mistral-7B, Poison]: 53.4/6.2 (α=5), 52.8/6.6 (α=10), 52.8/4.0 (α=∞); [Llama2-C, PIA]: 50.6/5.2 (α=5), 51.4/4.0 (α=10), 49.4/9.2 (α=∞); [Llama2-C, Poison]: 49.8/6.2 (α=5), 51.2/6.2 (α=10), 51.8/3.6 (α=∞); [GPT-4o, PIA]: 56.8/2.6 (α=5), 57.0/4.0 (α=10), 52.0/11.4 (α=∞); [GPT-4o, Poison]: 58.0/3.8 (α=5), 57.8/3.0 (α=10), 58.8/1.6 (α=∞).",No,3
2506.05167v2_ECoRAG-Evidentiality-guided-Compression-for-Long-Context-RAG.pdf,ECoRAG: Evidentiality-guided Compression for Long Context RAG,Yeonseok Jeong; Jinsu Kim; Dohyeon Lee; Seung-won Hwang,"IPAI, Seoul National University; Korea University; Seoul National University",Retrieval-Augmented Generation,No,multi-hop,closed-book; standard RAG; LLMLingua; LLMLingua-2; LongLLMLingua; RECOMP (extractive); RECOMP (abstractive); CompAct,Dense Retrieval,GPT-4o-mini; Flan-UL2; Llama3; Gemma2,No,Text,Natural Questions (NQ); TriviaQA (TQA); WebQuestions (WQ); HotpotQA; MusiQue; LongBench,EM; F1,General,No,,Accuracy: 52.29,EM: 36.48; F1: 49.81,No,8
2506.07037v2_KG2QA-Knowledge-Graph-enhanced-Retrieval-augmented-Generation-for-Communication-Standards-Question-A.pdf,KG2QA: KNOWLEDGE GRAPH-ENHANCED RETRIEVAL-AUGMENTED GENERATION FOR COMMUNICATION STANDARDS QUESTION ANSWERING,Zhongze Luo; Weixuan Wan; Tianya Zhang; Dan Wang; Xiaoying Tang,"School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China; School of Microelectronics, Xi鈥檃n Jiaotong University, China",Retrieval-Augmented Generation,Yes,single-hop,Llama Base; Qwen Base; DeepSeek; Kimi; Doubao; ChatGPT; Gemini; w/o KG-RAG; w/ Text-RAG,Graph-based Retrieval,Llama-3-8B-Instruct; Qwen2.5-7B-Instruct,No,Text,ITU-T Recommendations QA dataset,BLEU-4; ROUGE-1; ROUGE-2; ROUGE-L; Similarity; Fluency; Coherence; Relevance; Factual Acc.,Academic,No,,,,Yes,9
2506.10844v1_CIIRLiveRAG-2025-Optimizing-Multi-Agent-Retrieval-Augmented-Generation-through-Self-Training.pdf,CIIR@LiveRAG 2025: Optimizing Multi-Agent Retrieval Augmented Generation through Self-Training,Alireza Salemi; Mukta Maddipatla; Hamed Zamani,University of Massachusetts Amherst,Retrieval-Augmented Generation,No,multi-hop,vanilla LLM; vanilla RAG,Sparse Retrieval,Falcon 3 10B; Falcon 10B,No,Text,DataMorgana-derived dataset; LiveRAG competition test set,Correctness; Faithfulness,General,Yes,Multi-Agent Collaboration,,,Yes,2
2506.14084v1_Lightweight-Relevance-Grader-in-RAG.pdf,Lightweight Relevance Grader in RAG,Taehee Jeong,San Jose State University,Retrieval-Augmented Generation,No,single-hop,gpt4o-mini; llama3.1-70b; llama3.1-8b; llama3.2-3b; llama3.2-1b,Dense Retrieval,,Yes,Text,"Custom dataset of 45,000 query-news article pairs",Accuracy; Precision; Recall; F1-score,General,No,,,,No,5
2506.15241v1_Research-on-Graph-Retrieval-Augmented-Generation-Based-on-Historical-Text-Knowledge-Graphs.pdf,Research on Graph-Retrieval Augmented Generation Based on Historical Text Knowledge Graphs,Yang Fan; Zhang Qi; Xing Wenqian; Liu Chang; Liu Liu,"College of Information Management, Nanjing Agricultural University, Nanjing 210095, People鈥檚 Republic of China; School of Economics and Management, Shanxi University, Taiyuan 030006, People鈥檚 Republic of China",Retrieval-Augmented Generation,Yes,multi-hop,GPT-4o; DeepSeek; Qwen1.5-7B; Xunzi-Qwen2-7B; Qwen2-7B; Qwen1.5-14B; sikubert; bert; Xunzi-Qwen1.5-14B,Graph-based Retrieval; Dense Retrieval,DeepSeek; GPT-4o; Qwen1.5-7B; Xunzi-Qwen2-7B; Qwen2-7B; Xunzi-Qwen1.5-14B; Qwen1.5-14B; Qwen2-72B-Instruct,No,Text,The First Four Histories; Records of the Grand Historian; C-CLUE,F1; ROUGE-1; ROUGE-2; ROUGE-L; SCORE,Academic,No,,,,No,9
2506.16037v1_Enhancing-Document-Level-Question-Answering-via-Multi-Hop-Retrieval-Augmented-Generation-with-LLaMA-.pdf,Enhancing Document-Level Question Answering via Multi-Hop Retrieval-Augmented Generation with LLaMA 3,Xinyue Huang; Ziqi Lin; Fang Sun; Wenchao Zhang; Kejian Tong; Yunbo Liu,Independent Researcher; Cornell University; University of Southern California,Retrieval-Augmented Generation,No,multi-hop,BERT-based Retriever; Traditional RAG; FinBERT; GPT-3; Retrieval-Only Model; Generation-Only Model,Dense Retrieval,LLaMA 3,Yes,Text,FinDER; FinQABench; FinanceBench; TATQA; FinQA,nDCG@10; BLEU; ROUGE-L; F1,Finance; Legal,No,,,,Yes,6
2506.16444v2_REIS-A-High-Performance-and-Energy-Efficient-Retrieval-System-with-In-Storage-Processing.pdf,REIS: A High-Performance and Energy-Efficient Retrieval System with In-Storage Processing,Kangqi Chen; Andreas Kosmas Kakolyris; Rakesh Nadig; Manos Frouzakis; Nika Mansouri Ghiasi; Yu Liang; Haiyu Mao; Jisung Park; Mohammad Sadrosadati; Onur Mutlu,ETH Z眉rich; King鈥檚 College London; POSTECH,Retrieval-Augmented Generation,No,single-hop,CPU-Real; REIS-ASIC; ICE; NDSearch; No-OPT; No-I/O,Dense Retrieval,Llama 3.2 1B; Llama 3.2 90B,Yes,Text,HotpotQA; wiki_en; SIFT-1B; DEEP-1B,Queries-per-Second (QPS); Recall@10; Energy Efficiency (QPS/W); Latency; Speedup,General,No,,,,No,6
2506.20821v1_MultiFinRAG-An-Optimized-Multimodal-Retrieval-Augmented-Generation-RAG-Framework-for-Financial-Quest.pdf,MultiFinRAG: An Optimized Multimodal Retrieval-Augmented Generation (RAG) Framework for Financial Question Answering,Chinmay Gondhalekar; Urjitkumar Patel; Fang-Chun Yeh,S&P Global Ratings,Retrieval-Augmented Generation,No,multi-hop,Basic RAG Setup; ChatGPT-4o (Free Tier),Dense Retrieval,Gemma3:12B; LLaMA-3.2-11B (vision-Instruct),No,Text; Table; Image,"Custom dataset of financial documents (Form 10-Q, Form 10-K, Form 8-K, DEF 14A) from SEC EDGAR",Accuracy,Finance,No,,,,No,2
2507.05285v2_Beyond-classical-and-contemporary-models-a-transformative-AI-framework-for-student-dropout-predictio.pdf,"BEYOND CLASSICAL AND CONTEMPORARY MODELS: A TRANSFORMATIVE AI FRAMEWORK FOR STUDENT DROPOUT PREDICTION IN DISTANCE LEARNING USING RAG, PROMPT ENGINEERING, AND CROSS-MODAL FUSION",Miloud MIHOUBI; Meriem ZERKOUK; Belkacem CHIKHAOUI,"Institute of Applied Artificial Intelligence (I2A Institute), University of TELUQ",Retrieval-Augmented Generation,No,single-hop,Logistic Regression; Random Forest; XGBoost; Tabular-MLP; Comment-BERT,Dense Retrieval,,No,Table; Text,Predict Students’ Dropout and Academic Success,Accuracy; Macro-F1; ROC-AUC; PR-AUC; Expected Calibration Error; Latency,Education,No,,,,No,5
2507.06715v1_CLI-RAG-A-Retrieval-Augmented-Framework-for-Clinically-Structured-and-Context-Aware-Text-Generation-.pdf,CLI-RAG: A Retrieval-Augmented Framework for Clinically Structured and Context Aware Text Generation with LLMs,Garapati Keerthana; Manik Gupta,"Birla Institute of Technology and Science, Pilani, Hyderabad, India",Retrieval-Augmented Generation,No,single-hop,clinician-authored progress notes,Dense Retrieval; Hybrid Retrieval,LLaMA-3 70B; Mistral-7B,Yes,Text,MIMIC-III,BLEU; ROUGE-1; ROUGE-2; ROUGE-L; Semantic Similarity; SOAP Sections Present; Length Ratio; Temporal Consistency; Alignment Ratio; LLM Voting Preference,Medical,No,,,,No,1
2507.07426v3_DrugMCTS-a-drug-repurposing-framework-combining-multi-agent-RAG-and-Monte-Carlo-Tree-Search.pdf,"DrugMCTS: a Drug Repositioning Framework Combining Multi-Agent, RAG and Monte Carlo Tree Search",Zerui Yang; Yuwei Wan; Siyu Yan; Yudai Matsuda; Tong Xie; Bram Hoex; Linqi Song,"City University of Hong Kong, Hong Kong, PR China; City University of Hong Kong Shenzhen Research Institute, Shenzhen, PR China; The Hong Kong University of Science and Technology (Guangzhou), Guangzhou PR China; GreenDynamics, Sydney, NSW, Australia; University of New South Wales, Kensington, NSW, Australia",Retrieval-Augmented Generation,No,multi-hop,GPT-4o-mini; Deepseek-R1; DrugReAlign; AttentionDTA; GraphDTA; DeepConv DTI; Perceiver CPI,Hybrid Retrieval,Qwen2.5-7B-Instruct; GPT-4o-mini; Deepseek-R1,No,Text,DrugBank; KIBA,Recall,Medical,Yes,Multi-Agent Collaboration,,,Yes,7
2507.07847v1_From-Ambiguity-to-Accuracy-The-Transformative-Effect-of-Coreference-Resolution-on-Retrieval-Augmente.pdf,From Ambiguity to Accuracy: The Transformative Effect of Coreference Resolution on Retrieval-Augmented Generation systems,Youngjoon Jang; Seongtae Hong; Junyoung Son; Sungjin Park; Chanjun Park; Heuiseok Lim,Korea University; Naver Corp,Retrieval-Augmented Generation,No,single-hop,e5-large-v2; stella_en_400M_v5; bge-large-en-v1.5; gte-modernbert-base; LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised; NV-Embed-v2; Linq-Embed-Mistral; gte-Qwen2-1.5B-instruct; Llama3.2-3B-Instruct; Llama3.1-8B-Instruct; Qwen2.5-3B-Instruct; Qwen2.5-7B-Instruct; gemma-2-2b-it; gemma-2-9b-it; Mistral-7B-Instruct-v0.3,Dense Retrieval,Llama3.2-3B-Instruct; Llama3.1-8B-Instruct; Qwen2.5-3B-Instruct; Qwen2.5-7B-Instruct; gemma-2-2b-it; gemma-2-9b-it; Mistral-7B-Instruct-v0.3,No,Text,BELEBELE; SQuAD2.0; BoolQ; NanoSCIDOCS,nDCG@1; nDCG@3; nDCG@5; log likelihood; Accuracy; F1-score,General,No,,,,No,15
2507.10070v1_Breaking-the-Storage-Compute-Bottleneck-in-Billion-Scale-ANNS-A-GPU-Driven-Asynchronous-IO-Framework.pdf,Breaking the Storage-Compute Bottleneck in Billion-Scale ANNS: A GPU-Driven Asynchronous I/O Framework,Yang Xiao; Mo Sun; Ziyu Song; Bing Tian; Jie Zhang; Jie Sun; Zeke Wang,Zhejiang University; Huazhong University of Science and Technology,Information Retrieval,No,single-hop,SPANN; DiskANN; FusionANNS,Graph-based Retrieval,,No,Text,SIFT-1B; DEEP-1B; SPACEV-1B;,Throughput (QPS); Recall@10,General,No,,,,No,3
2507.12840v1_Bridging-the-Gap-Leveraging-Retrieval-Augmented-Generation-to-Better-Understand-Public-Concerns-abou.pdf,Bridging the Gap: Leveraging Retrieval-Augmented Generation to Better Understand Public Concerns about Vaccines,Muhammad Javed; Sedigh Khademi Habibabadi; Christopher Palmer; Hazel Clothier; Jim Buttery; Gerardo Luis Dimaguila,"Epidemiology Informatics, Centre for Health Analytics, Murdoch Children's Research Institute (MCRI), Parkville, Victoria, Australia; Infectious Disease Unit, Department of General Medicine, Royal Children’s Hospital, Parkville, Australia; Department of Paediatrics, The University of Melbourne, Parkville, Australia; Health Informatics Group, Murdoch Children's Research Institute (MCRI), Parkville, Australia",Retrieval-Augmented Generation,No,single-hop,,Dense Retrieval,GPT-4o,Yes,Text,Shingrix social media posts dataset,Context Precision; Context Recall; Faithfulness; Answer Relevancy,Medical,No,,,,Yes,0
